genename	gene	chrom	start	end	strand	length
SREBF2	ENSG00000198911.7	22	42229109	42303312	+	74203
SREK1	ENSG00000153914.11	5	65435799	65479443	+	43644
SREK1IP1	ENSG00000153006.10	5	64013971	64064512	-	50541
SRF	ENSG00000112658.6	6	43139037	43149243	+	10206
SRFBP1	ENSG00000151304.5	5	121297656	121411265	+	113609
SRGAP1	ENSG00000196935.4	12	64238073	64541613	+	303540
SRGAP2	ENSG00000163486.8	1	206516200	206637783	+	121583
SRGAP3	ENSG00000196220.11	3	9022275	9404737	-	382462
SRGN	ENSG00000122862.4	10	70847862	70864567	+	16705
SRI	ENSG00000075142.9	7	87834433	87856308	-	21875
SRL	ENSG00000185739.9	16	4239375	4292081	-	52706
SRM	ENSG00000116649.5	1	11114641	11120081	-	5440
SRMS	ENSG00000125508.3	20	62172163	62178857	-	6694
SRP14	ENSG00000140319.6	15	40327940	40331389	-	3449
SRP19	ENSG00000153037.8	5	112196919	112205485	+	8566
SRP54	ENSG00000100883.7	14	35451163	35498773	+	47610
SRP68	ENSG00000167881.10	17	74035184	74068734	-	33550
SRP72	ENSG00000174780.11	4	57333081	57369839	+	36758
SRP9	ENSG00000143742.8	1	225965531	225978168	+	12637
SRPK1	ENSG00000096063.10	6	35800743	35889119	-	88376
SRPK2	ENSG00000135250.12	7	104751151	105039755	-	288604
SRPR	ENSG00000182934.7	11	126132814	126139039	-	6225
SRPRB	ENSG00000144867.7	3	133502877	133544616	+	41739
SRR	ENSG00000167720.8	17	2206677	2228554	+	21877
SRRD	ENSG00000100104.8	22	26879843	26890624	+	10781
SRRM1	ENSG00000133226.12	1	24958207	24999758	+	41551
SRRM2	ENSG00000167978.12	16	2802330	2822539	+	20209
SRRM3	ENSG00000177679.14	7	75831216	75916605	+	85389
SRRM4	ENSG00000139767.4	12	119419300	119600856	+	181556
SRRM5	ENSG00000226763.3	19	44100769	44118649	+	17880
SRRT	ENSG00000087087.14	7	100472733	100486285	+	13552
SRSF1	ENSG00000136450.8	17	56080721	56084707	-	3986
SRSF10	ENSG00000188529.10	1	24291294	24307417	-	16123
SRSF11	ENSG00000116754.9	1	70671365	70718735	+	47370
SRSF12	ENSG00000154548.8	6	89805678	89827800	-	22122
SRSF2	ENSG00000161547.10	17	74730197	74733456	-	3259
SRSF3	ENSG00000112081.12	6	36562145	36573377	+	11232
SRSF4	ENSG00000116350.11	1	29474255	29508499	-	34244
SRSF5	ENSG00000100650.11	14	70193617	70238722	+	45105
SRSF6	ENSG00000124193.10	20	42086568	42092245	+	5677
SRSF7	ENSG00000115875.14	2	38970741	38978636	-	7895
SRSF9	ENSG00000111786.4	12	120899471	120907596	-	8125
SRXN1	ENSG00000271303.1	20	627259	634014	-	6755
SS18	ENSG00000141380.9	18	23596578	23671181	-	74603
SS18L1	ENSG00000184402.10	20	60718822	60757540	+	38718
SS18L2	ENSG00000008324.6	3	42623332	42636606	+	13274
SSB	ENSG00000138385.11	2	170648443	170668574	+	20131
SSBP1	ENSG00000106028.6	7	141438121	141487722	+	49601
SSBP2	ENSG00000145687.11	5	80708840	81047616	-	338776
SSBP3	ENSG00000157216.11	1	54691105	54879152	-	188047
SSBP3-AS1	ENSG00000198711.4	1	54703710	54704736	+	1026
SSBP4	ENSG00000130511.11	19	18529674	18545372	+	15698
SSC5D	ENSG00000179954.10	19	55999771	56030465	+	30694
SSFA2	ENSG00000138434.12	2	182756560	182795465	+	38905
SSH1	ENSG00000084112.10	12	109176466	109251366	-	74900
SSH2	ENSG00000141298.13	17	27952956	28257294	-	304338
SSH3	ENSG00000172830.8	11	67070919	67080078	+	9159
SSMEM1	ENSG00000165120.3	7	129847700	129856683	+	8983
SSNA1	ENSG00000176101.7	9	140083099	140084822	+	1723
SSPN	ENSG00000123096.7	12	26274924	26452223	+	177299
SSR1	ENSG00000124783.8	6	7268539	7347679	-	79140
SSR2	ENSG00000163479.9	1	155978839	155990750	-	11911
SSR3	ENSG00000114850.2	3	156257929	156272973	-	15044
SSRP1	ENSG00000149136.3	11	57093459	57103351	-	9892
SSSCA1	ENSG00000173465.3	11	65337901	65341413	+	3512
SST	ENSG00000157005.3	3	187386694	187388187	-	1493
SSTR1	ENSG00000139874.5	14	38677204	38682272	+	5068
SSTR2	ENSG00000180616.4	17	71161151	71167185	+	6034
SSTR3	ENSG00000183473.5	22	37600278	37608362	-	8084
SSTR4	ENSG00000132671.4	20	23016057	23017314	+	1257
SSTR5	ENSG00000162009.7	16	1122756	1131454	+	8698
SSU72	ENSG00000160075.10	1	1477053	1510249	-	33196
SSUH2	ENSG00000125046.10	3	8661086	8786726	-	125640
SSX2IP	ENSG00000117155.12	1	85109390	85156486	-	47096
ST13	ENSG00000100380.8	22	41220539	41253026	-	32487
ST14	ENSG00000149418.6	11	130029457	130080271	+	50814
ST18	ENSG00000147488.7	8	53023399	53373519	-	350120
ST20	ENSG00000180953.7	15	80191182	80216044	-	24862
ST3GAL1	ENSG00000008513.10	8	134467091	134584183	-	117092
ST3GAL2	ENSG00000157350.8	16	70413338	70473140	-	59802
ST3GAL3	ENSG00000126091.15	1	44171495	44396831	+	225336
ST3GAL4	ENSG00000110080.14	11	126225535	126310239	+	84704
ST3GAL5	ENSG00000115525.12	2	86066267	86116137	-	49870
ST3GAL6	ENSG00000064225.8	3	98451080	98540045	+	88965
ST5	ENSG00000166444.13	11	8714898	8932498	-	217600
ST6GAL1	ENSG00000073849.10	3	186648274	186796341	+	148067
ST6GAL2	ENSG00000144057.11	2	107418056	107503564	-	85508
ST6GALNAC1	ENSG00000070526.10	17	74620843	74639920	-	19077
ST6GALNAC2	ENSG00000070731.5	17	74559792	74583038	-	23246
ST6GALNAC3	ENSG00000184005.9	1	76540404	77100286	+	559882
ST6GALNAC4	ENSG00000136840.14	9	130670165	130679317	-	9152
ST6GALNAC5	ENSG00000117069.10	1	77333126	77531396	+	198270
ST6GALNAC6	ENSG00000160408.10	9	130647600	130667687	-	20087
ST7	ENSG00000004866.14	7	116593292	116870157	+	276865
ST7L	ENSG00000007341.14	1	113066140	113163447	-	97307
ST7-OT4	ENSG00000214188.5	7	116593953	116738860	+	144907
ST8SIA1	ENSG00000111728.6	12	22216707	22589975	-	373268
ST8SIA2	ENSG00000140557.7	15	92937058	93011958	+	74900
ST8SIA3	ENSG00000177511.5	18	55018044	55038962	+	20918
ST8SIA4	ENSG00000113532.8	5	100142639	100238970	-	96331
ST8SIA5	ENSG00000101638.9	18	44259081	44339220	-	80139
ST8SIA6	ENSG00000148488.11	10	17360382	17496329	-	135947
STAB1	ENSG00000010327.6	3	52529354	52558511	+	29157
STAB2	ENSG00000136011.10	12	103981051	104160505	+	179454
STAC	ENSG00000144681.6	3	36421836	36589499	+	167663
STAC2	ENSG00000141750.6	17	37366789	37382125	-	15336
STAC3	ENSG00000185482.3	12	57637236	57644976	-	7740
STAG1	ENSG00000118007.8	3	136055077	136471220	-	416143
STAG3	ENSG00000066923.13	7	99775186	99819111	+	43925
STAM	ENSG00000136738.10	10	17686124	17757913	+	71789
STAM2	ENSG00000115145.5	2	152973315	153032506	-	59191
STAMBP	ENSG00000124356.11	2	74056086	74100786	+	44700
STAMBPL1	ENSG00000138134.7	10	90639491	90734910	+	95419
STAP1	ENSG00000035720.3	4	68424446	68473055	+	48609
STAP2	ENSG00000178078.7	19	4324040	4342783	-	18743
STAR	ENSG00000147465.7	8	38001167	38008783	-	7616
STARD10	ENSG00000214530.3	11	72465774	72504726	-	38952
STARD13	ENSG00000133121.16	13	33677272	33924767	-	247495
STARD3	ENSG00000131748.11	17	37793318	37819737	+	26419
STARD3NL	ENSG00000010270.9	7	38217824	38270272	+	52448
STARD4	ENSG00000164211.8	5	110831731	110848288	-	16557
STARD5	ENSG00000172345.9	15	81601394	81616524	-	15130
STARD6	ENSG00000174448.4	18	51850728	51884334	-	33606
STARD7	ENSG00000084090.9	2	96850597	96874563	-	23966
STARD9	ENSG00000159433.7	15	42867857	43013179	+	145322
STAT1	ENSG00000115415.14	2	191829084	191885686	-	56602
STAT2	ENSG00000170581.9	12	56735381	56753939	-	18558
STAT3	ENSG00000168610.10	17	40465342	40540586	-	75244
STAT4	ENSG00000138378.13	2	191894302	192016322	-	122020
STAT5A	ENSG00000126561.12	17	40439565	40463961	+	24396
STAT5B	ENSG00000173757.5	17	40351186	40428725	-	77539
STAT6	ENSG00000166888.6	12	57489191	57525922	-	36731
STAU1	ENSG00000124214.15	20	47729878	47804904	-	75026
STAU2	ENSG00000040341.13	8	74332604	74659943	-	327339
STC1	ENSG00000159167.7	8	23699428	23712320	-	12892
STC2	ENSG00000113739.6	5	172741716	172756506	-	14790
STEAP1	ENSG00000164647.4	7	89783689	89794143	+	10454
STEAP1B	ENSG00000105889.10	7	22459063	22672544	-	213481
STEAP2	ENSG00000157214.9	7	89796904	89867451	+	70547
STEAP3	ENSG00000115107.15	2	119981384	120023228	+	41844
STEAP4	ENSG00000127954.8	7	87905744	87936206	-	30462
STH	ENSG00000256762.1	17	44076616	44077060	+	444
STIL	ENSG00000123473.11	1	47715811	47779819	-	64008
STIM1	ENSG00000167323.5	11	3875757	4114439	+	238682
STIM2	ENSG00000109689.10	4	26859300	27027003	+	167703
STIP1	ENSG00000168439.12	11	63952744	63972015	+	19271
STK10	ENSG00000072786.8	5	171469077	171615390	-	146313
STK11	ENSG00000118046.10	19	1189406	1228428	+	39022
STK11IP	ENSG00000144589.16	2	220462582	220481173	+	18591
STK16	ENSG00000115661.9	2	220110177	220115059	+	4882
STK17A	ENSG00000164543.5	7	43622357	43666385	+	44028
STK17B	ENSG00000081320.6	2	196998290	197041227	-	42937
STK19	ENSG00000204344.10	6	31938868	31950598	+	11730
STK24	ENSG00000102572.10	13	99102455	99230194	-	127739
STK25	ENSG00000115694.10	2	242432089	242449145	-	17056
STK3	ENSG00000104375.11	8	99413631	99955055	-	541424
STK31	ENSG00000196335.8	7	23749786	23872132	+	122346
STK32A	ENSG00000169302.10	5	146614526	146767415	+	152889
STK32B	ENSG00000152953.8	4	5053169	5502725	+	449556
STK32C	ENSG00000165752.12	10	134020996	134145351	-	124355
STK33	ENSG00000130413.11	11	8413418	8615836	-	202418
STK35	ENSG00000125834.8	20	2082257	2157684	+	75427
STK36	ENSG00000163482.7	2	219536749	219567439	+	30690
STK38	ENSG00000112079.8	6	36461669	36515247	-	53578
STK38L	ENSG00000211455.3	12	27396901	27478892	+	81991
STK39	ENSG00000198648.6	2	168810530	169104651	-	294121
STK4	ENSG00000101109.7	20	43595115	43708600	+	113485
STK40	ENSG00000196182.6	1	36805225	36851497	-	46272
STMN1	ENSG00000117632.16	1	26210672	26233482	-	22810
STMN2	ENSG00000104435.9	8	80523049	80578410	+	55361
STMN3	ENSG00000197457.5	20	62271061	62284780	-	13719
STMN4	ENSG00000015592.12	8	27092840	27115937	-	23097
STMND1	ENSG00000230873.4	6	17102489	17131603	+	29114
STOM	ENSG00000148175.8	9	124101355	124132531	-	31176
STOML1	ENSG00000067221.9	15	74275547	74286963	-	11416
STOML2	ENSG00000165283.11	9	35099888	35103154	-	3266
STOML3	ENSG00000133115.7	13	39540062	39565203	-	25141
STON1	ENSG00000243244.1	2	48756522	48826025	+	69503
STON1-GTF2A1L	ENSG00000068781.16	2	48757064	49003654	+	246590
STON2	ENSG00000140022.5	14	81727000	81902809	-	175809
STOX1	ENSG00000165730.10	10	70587298	70655188	+	67890
STOX2	ENSG00000173320.5	4	184774584	184944679	+	170095
STPG1	ENSG00000001460.13	1	24683489	24743424	-	59935
STPG2	ENSG00000163116.5	4	98105244	99064391	-	959147
STRA13	ENSG00000169689.10	17	79976578	79981983	-	5405
STRA6	ENSG00000137868.14	15	74471807	74504608	-	32801
STRA8	ENSG00000146857.3	7	134916731	134943244	+	26513
STRADA	ENSG00000266173.1	17	61780192	61819330	-	39138
STRADB	ENSG00000082146.8	2	202252581	202345569	+	92988
STRAP	ENSG00000023734.6	12	16035325	16056412	+	21087
STRBP	ENSG00000165209.14	9	125871779	126030855	-	159076
STRC	ENSG00000242866.5	15	43891596	44010458	-	118862
STRIP1	ENSG00000143093.10	1	110574199	110617263	+	43064
STRIP2	ENSG00000128578.5	7	129074274	129128240	+	53966
STRN	ENSG00000115808.7	2	37070783	37193615	-	122832
STRN3	ENSG00000196792.7	14	31363005	31495607	-	132602
STRN4	ENSG00000090372.10	19	47222764	47250251	-	27487
STT3A	ENSG00000134910.8	11	125461607	125495110	+	33503
STT3B	ENSG00000163527.5	3	31574130	31679112	+	104982
STUB1	ENSG00000103266.6	16	730224	732870	+	2646
STX10	ENSG00000104915.10	19	13254872	13261197	-	6325
STX11	ENSG00000135604.9	6	144471663	144509507	+	37844
STX12	ENSG00000117758.9	1	28099694	28150963	+	51269
STX16	ENSG00000124222.17	20	57226328	57254582	+	28254
STX17	ENSG00000136874.6	9	102668915	102732618	+	63703
STX18	ENSG00000168818.5	4	4417469	4544073	-	126604
STX19	ENSG00000178750.2	3	93733213	93747454	-	14241
STX1A	ENSG00000106089.7	7	73113536	73134002	-	20466
STX1B	ENSG00000099365.5	16	31000577	31021949	-	21372
STX2	ENSG00000111450.9	12	131274145	131323811	-	49666
STX3	ENSG00000166900.10	11	59480929	59573354	+	92425
STX4	ENSG00000103496.10	16	31044210	31054296	+	10086
STX5	ENSG00000162236.7	11	62574369	62599560	-	25191
STX6	ENSG00000135823.9	1	180941861	180992047	-	50186
STX7	ENSG00000079950.9	6	132767006	132834337	-	67331
STX8	ENSG00000170310.10	17	9153788	9479908	-	326120
STXBP1	ENSG00000136854.13	9	130374544	130457460	+	82916
STXBP2	ENSG00000076944.10	19	7701767	7712759	+	10992
STXBP3	ENSG00000116266.6	1	109289296	109352148	+	62852
STXBP4	ENSG00000166263.9	17	53046088	53241646	+	195558
STXBP5	ENSG00000164506.10	6	147525561	147706866	+	181305
STXBP5L	ENSG00000145087.8	3	120626919	121143608	+	516689
STXBP6	ENSG00000168952.11	14	25278862	25519503	-	240641
STYK1	ENSG00000060140.4	12	10771538	10826917	-	55379
STYX	ENSG00000198252.7	14	53196898	53241716	+	44818
STYXL1	ENSG00000127952.12	7	75625656	75677322	-	51666
SUB1	ENSG00000113387.7	5	32531739	32604185	+	72446
SUCLA2	ENSG00000136143.9	13	48510622	48612125	-	101503
SUCLG1	ENSG00000163541.7	2	84650647	84687169	-	36522
SUCLG2	ENSG00000172340.10	3	67410884	67705038	-	294154
SUCNR1	ENSG00000198829.5	3	151591431	151602405	+	10974
SUCO	ENSG00000094975.9	1	172501489	172580971	+	79482
SUDS3	ENSG00000111707.7	12	118814185	118855840	+	41655
SUFU	ENSG00000107882.7	10	104263744	104393292	+	129548
SUGP1	ENSG00000105705.11	19	19386827	19431653	-	44826
SUGP2	ENSG00000064607.12	19	19101697	19144832	-	43135
SUGT1	ENSG00000165416.10	13	53226844	53275044	+	48200
SULF1	ENSG00000137573.9	8	70378859	70573150	+	194291
SULF2	ENSG00000196562.10	20	46285092	46415360	-	130268
SULT1A1	ENSG00000196502.7	16	28616903	28634946	-	18043
SULT1A2	ENSG00000197165.6	16	28603264	28608430	-	5166
SULT1A3	ENSG00000261052.1	16	30205754	30215631	+	9877
SULT1A4	ENSG00000213648.6	16	29467127	29476300	+	9173
SULT1B1	ENSG00000173597.4	4	70586880	70653679	-	66799
SULT1C2	ENSG00000198203.5	2	108905095	108926371	+	21276
SULT1C3	ENSG00000196228.2	2	108863651	108881807	+	18156
SULT1C4	ENSG00000198075.5	2	108994367	109004513	+	10146
SULT1E1	ENSG00000109193.6	4	70676498	70725870	-	49372
SULT2A1	ENSG00000105398.3	19	48373723	48389654	-	15931
SULT2B1	ENSG00000088002.7	19	49055332	49102682	+	47350
SULT4A1	ENSG00000130540.9	22	44220389	44258398	-	38009
SULT6B1	ENSG00000138068.6	2	37394963	37423741	-	28778
SUMF1	ENSG00000144455.9	3	3742498	4508965	-	766467
SUMF2	ENSG00000129103.13	7	56131695	56148363	+	16668
SUMO1	ENSG00000116030.12	2	203070903	203103331	-	32428
SUMO2	ENSG00000188612.7	17	73163408	73179078	-	15670
SUMO3	ENSG00000184900.11	21	46225532	46238694	-	13162
SUMO4	ENSG00000177688.5	6	149721495	149722177	+	682
SUN1	ENSG00000164828.13	7	855528	936072	+	80544
SUN2	ENSG00000100242.11	22	39130730	39190148	-	59418
SUN3	ENSG00000164744.8	7	48026745	48068716	-	41971
SUN5	ENSG00000167098.7	20	31571579	31592239	-	20660
SUOX	ENSG00000139531.8	12	56390964	56400425	+	9461
SUPT16H	ENSG00000092201.5	14	21819631	21852425	-	32794
SUPT20H	ENSG00000102710.15	13	37583449	37633850	-	50401
SUPT3H	ENSG00000196284.9	6	44777054	45345690	-	568636
SUPT4H1	ENSG00000213246.2	17	56422539	56430454	-	7915
SUPT5H	ENSG00000196235.9	19	39926796	39967310	+	40514
SUPT6H	ENSG00000109111.10	17	26989109	27029697	+	40588
SUPT7L	ENSG00000119760.11	2	27873679	27886676	-	12997
SUPV3L1	ENSG00000156502.9	10	70939988	70968855	+	28867
SURF1	ENSG00000148290.5	9	136218610	136223552	-	4942
SURF2	ENSG00000148291.5	9	136223428	136228045	+	4617
SURF4	ENSG00000148248.9	9	136228325	136242970	-	14645
SURF6	ENSG00000148296.5	9	136197552	136203235	-	5683
SUSD1	ENSG00000106868.12	9	114803065	114937688	-	134623
SUSD2	ENSG00000099994.10	22	24577227	24585078	+	7851
SUSD3	ENSG00000157303.6	9	95820989	95847420	+	26431
SUSD4	ENSG00000143502.10	1	223394161	223537544	-	143383
SUSD5	ENSG00000173705.4	3	33191537	33260707	-	69170
SUV39H2	ENSG00000152455.11	10	14920819	14946314	+	25495
SUV420H1	ENSG00000110066.10	11	67922330	67981295	-	58965
SUV420H2	ENSG00000133247.9	19	55851221	55859488	+	8267
SUZ12	ENSG00000178691.6	17	30264037	30328064	+	64027
SV2A	ENSG00000159164.5	1	149874870	149889434	-	14564
SV2B	ENSG00000185518.7	15	91643180	91844539	+	201359
SV2C	ENSG00000122012.9	5	75378997	75649764	+	270767
SVEP1	ENSG00000165124.13	9	113127531	113342160	-	214629
SVIL	ENSG00000197321.10	10	29746267	30025710	-	279443
SVIP	ENSG00000198168.4	11	22835345	22851845	-	16500
SVOP	ENSG00000166111.5	12	109304658	109459045	-	154387
SVOPL	ENSG00000157703.11	7	138279030	138386097	-	107067
SWAP70	ENSG00000133789.10	11	9685624	9774538	+	88914
SWI5	ENSG00000175854.7	9	131037658	131051269	+	13611
SWSAP1	ENSG00000173928.2	19	11485361	11487627	+	2266
SWT1	ENSG00000116668.8	1	185126212	185260897	+	134685
SYBU	ENSG00000147642.12	8	110586207	110704020	-	117813
SYCE1	ENSG00000171772.11	10	135367404	135382876	-	15472
SYCE1L	ENSG00000205078.5	16	77233294	77247112	+	13818
SYCE2	ENSG00000161860.7	19	13009600	13030090	-	20490
SYCE3	ENSG00000217442.3	22	50989541	51001334	-	11793
SYCN	ENSG00000179751.6	19	39693471	39694906	-	1435
SYCP2	ENSG00000196074.8	20	58438618	58508710	-	70092
SYCP2L	ENSG00000153157.8	6	10748027	10979553	+	231526
SYCP3	ENSG00000139351.10	12	102122426	102133250	-	10824
SYDE1	ENSG00000105137.8	19	15218214	15225799	+	7585
SYDE2	ENSG00000097096.8	1	85622556	85666729	-	44173
SYF2	ENSG00000117614.5	1	25549170	25558993	-	9823
SYK	ENSG00000165025.10	9	93564069	93660831	+	96762
SYMPK	ENSG00000125755.14	19	46318668	46366548	-	47880
SYN3	ENSG00000185666.10	22	32908539	33454358	-	545819
SYNC	ENSG00000162520.10	1	33145507	33169197	-	23690
SYNCRIP	ENSG00000135316.13	6	86318053	86353510	-	35457
SYNDIG1	ENSG00000101463.5	20	24449835	24647252	+	197417
SYNDIG1L	ENSG00000183379.4	14	74872596	74892805	-	20209
SYNE1	ENSG00000131018.18	6	152442819	152958936	-	516117
SYNE2	ENSG00000054654.11	14	64319683	64693165	+	373482
SYNE3	ENSG00000176438.8	14	95883831	95942173	-	58342
SYNE4	ENSG00000181392.10	19	36494209	36499695	-	5486
SYNGAP1	ENSG00000197283.8	6	33387847	33421466	+	33619
SYNGR1	ENSG00000100321.10	22	39745930	39781593	+	35663
SYNGR2	ENSG00000108639.3	17	76164639	76169608	+	4969
SYNGR3	ENSG00000127561.10	16	2039661	2044276	+	4615
SYNGR4	ENSG00000105467.4	19	48867652	48879633	+	11981
SYNJ1	ENSG00000159082.13	21	34001069	34100359	-	99290
SYNJ2	ENSG00000078269.9	6	158402888	158520208	+	117320
SYNJ2BP	ENSG00000213463.3	14	70838148	70883778	-	45630
SYNM	ENSG00000182253.10	15	99638420	99675798	+	37378
SYNPO	ENSG00000171992.8	5	149980642	150038782	+	58140
SYNPO2	ENSG00000172403.6	4	119809996	119982402	+	172406
SYNPO2L	ENSG00000166317.7	10	75404639	75423561	-	18922
SYNPR	ENSG00000163630.6	3	63213991	63602597	+	388606
SYNRG	ENSG00000006114.11	17	35874900	35969544	-	94644
SYPL1	ENSG00000008282.3	7	105730949	105753022	-	22073
SYPL2	ENSG00000143028.7	1	110009180	110024759	+	15579
SYS1	ENSG00000204070.5	20	43990577	44005438	+	14861
SYT1	ENSG00000067715.9	12	79257773	79845788	+	588015
SYT10	ENSG00000110975.4	12	33527173	33592754	-	65581
SYT11	ENSG00000132718.7	1	155829300	155854990	+	25690
SYT12	ENSG00000173227.9	11	66774249	66818334	+	44085
SYT13	ENSG00000019505.3	11	45261852	45307870	-	46018
SYT14	ENSG00000143469.12	1	210111538	210337636	+	226098
SYT15	ENSG00000204176.9	10	46955444	46971400	-	15956
SYT16	ENSG00000139973.11	14	62453803	62568431	+	114628
SYT17	ENSG00000103528.12	16	19179293	19279652	+	100359
SYT2	ENSG00000143858.7	1	202559724	202679545	-	119821
SYT3	ENSG00000213023.5	19	51124564	51171651	-	47087
SYT4	ENSG00000132872.7	18	40847843	40857615	-	9772
SYT5	ENSG00000129990.10	19	55682567	55691809	-	9242
SYT6	ENSG00000134207.10	1	114631913	114696541	-	64628
SYT7	ENSG00000011347.5	11	61282785	61348620	-	65835
SYT8	ENSG00000149043.12	11	1848709	1858751	+	10042
SYT9	ENSG00000170743.12	11	7260009	7490273	+	230264
SYTL1	ENSG00000142765.13	1	27668513	27680421	+	11908
SYTL2	ENSG00000137501.12	11	85405267	85522184	-	116917
SYTL3	ENSG00000164674.11	6	159071046	159185908	+	114862
SYVN1	ENSG00000162298.12	11	64889252	64902004	-	12752
SZRD1	ENSG00000055070.12	1	16679070	16724640	+	45570
SZT2	ENSG00000198198.9	1	43855553	43918321	+	62768
TAB1	ENSG00000100324.9	22	39795746	39833065	+	37319
TAB2	ENSG00000055208.13	6	149539777	149732749	+	192972
TAC1	ENSG00000006128.7	7	97361220	97369784	+	8564
TAC3	ENSG00000166863.7	12	57403784	57422667	-	18883
TAC4	ENSG00000176358.11	17	47915671	47925379	-	9708
TACC1	ENSG00000147526.15	8	38585704	38710546	+	124842
TACC2	ENSG00000138162.13	10	123748689	124014060	+	265371
TACC3	ENSG00000013810.14	4	1723227	1746898	+	23671
TACO1	ENSG00000136463.7	17	61678231	61685725	+	7494
TACR1	ENSG00000115353.6	2	75273590	75426826	-	153236
TACR2	ENSG00000075073.10	10	71163659	71176623	-	12964
TACR3	ENSG00000169836.4	4	104507188	104640973	-	133785
TACSTD2	ENSG00000184292.5	1	59041099	59043166	-	2067
TADA1	ENSG00000152382.5	1	166825747	166845564	-	19817
TADA2A	ENSG00000108264.12	17	35766965	35839835	+	72870
TADA2B	ENSG00000173011.11	4	7043626	7059679	+	16053
TADA3	ENSG00000171148.9	3	9821544	9834695	-	13151
TAF10	ENSG00000166337.5	11	6627526	6633898	-	6372
TAF11	ENSG00000064995.12	6	34845555	34855866	-	10311
TAF12	ENSG00000120656.7	1	28915835	28969597	-	53762
TAF13	ENSG00000197780.5	1	109605108	109618624	-	13516
TAF15	ENSG00000172660.7	17	34136459	34191619	+	55160
TAF1A	ENSG00000143498.13	1	222731244	222763275	-	32031
TAF1B	ENSG00000115750.12	2	9983483	10074545	+	91062
TAF1C	ENSG00000103168.12	16	84211458	84220669	-	9211
TAF1D	ENSG00000166012.10	11	93463114	93517557	-	54443
TAF2	ENSG00000064313.7	8	120743015	120845103	-	102088
TAF3	ENSG00000165632.7	10	7860467	8058590	+	198123
TAF4	ENSG00000130699.12	20	60528525	60640866	-	112341
TAF4B	ENSG00000141384.7	18	23805900	23971649	+	165749
TAF5	ENSG00000148835.9	10	105127724	105148822	+	21098
TAF5L	ENSG00000135801.5	1	229728858	229761794	-	32936
TAF6	ENSG00000106290.10	7	99704693	99717464	-	12771
TAF6L	ENSG00000162227.3	11	62538775	62554814	+	16039
TAF7	ENSG00000178913.5	5	140698057	140700330	-	2273
TAF8	ENSG00000137413.11	6	42018251	42055199	+	36948
TAF9	ENSG00000085231.9	5	68646811	68665840	-	19029
TAGAP	ENSG00000164691.12	6	159455500	159466184	-	10684
TAGLN	ENSG00000149591.12	11	117070037	117075498	+	5461
TAGLN2	ENSG00000158710.10	1	159887897	159895522	-	7625
TAGLN3	ENSG00000144834.8	3	111717511	111732734	+	15223
TAL1	ENSG00000162367.7	1	47681962	47697892	-	15930
TAL2	ENSG00000186051.4	9	108424738	108425367	+	629
TALDO1	ENSG00000177156.6	11	747329	765024	+	17695
TAMM41	ENSG00000144559.6	3	11831916	11888393	-	56477
TANC1	ENSG00000115183.9	2	159825146	160089170	+	264024
TANC2	ENSG00000170921.10	17	61086917	61505060	+	418143
TANGO2	ENSG00000183597.11	22	20004537	20053449	+	48912
TANGO6	ENSG00000103047.3	16	68877507	69119083	+	241576
TANK	ENSG00000136560.9	2	161993419	162092732	+	99313
TAOK1	ENSG00000160551.5	17	27717482	27878922	+	161440
TAOK2	ENSG00000149930.13	16	29984962	30003582	+	18620
TAOK3	ENSG00000135090.9	12	118587606	118810750	-	223144
TAP1	ENSG00000168394.9	6	32812986	32821755	-	8769
TAP2	ENSG00000204267.9	6	32789610	32806557	-	16947
TAPBP	ENSG00000231925.7	6	33267471	33282164	-	14693
TAPBPL	ENSG00000139192.7	12	6560856	6575683	+	14827
TAPT1	ENSG00000169762.12	4	16162128	16229033	-	66905
TARBP1	ENSG00000059588.5	1	234527059	234614849	-	87790
TARBP2	ENSG00000139546.6	12	53894705	53900215	+	5510
TARDBP	ENSG00000120948.11	1	11072414	11085796	+	13382
TARM1	ENSG00000248385.3	19	54573149	54584634	-	11485
TARS	ENSG00000113407.9	5	33440802	33469644	+	28842
TARS2	ENSG00000143374.10	1	150459887	150480078	+	20191
TARSL2	ENSG00000185418.11	15	102193801	102264807	-	71006
TAS1R1	ENSG00000173662.15	1	6615241	6639817	+	24576
TAS1R2	ENSG00000179002.5	1	19166093	19186176	-	20083
TAS1R3	ENSG00000169962.4	1	1266694	1270686	+	3992
TAS2R1	ENSG00000169777.5	5	9629109	9712490	-	83381
TAS2R10	ENSG00000121318.2	12	10977916	10978957	-	1041
TAS2R13	ENSG00000212128.2	12	11060525	11062161	-	1636
TAS2R14	ENSG00000212127.5	12	11090005	11324172	-	234167
TAS2R19	ENSG00000212124.2	12	11174218	11175219	-	1001
TAS2R20	ENSG00000255837.1	12	11149094	11150474	-	1380
TAS2R3	ENSG00000127362.2	7	141463897	141464997	+	1100
TAS2R30	ENSG00000256188.1	12	11285557	11287243	-	1686
TAS2R31	ENSG00000256436.1	12	11182986	11184006	-	1020
TAS2R38	ENSG00000257138.1	7	141672431	141673573	-	1142
TAS2R39	ENSG00000236398.2	7	142880512	142881528	+	1016
TAS2R4	ENSG00000127364.2	7	141478242	141479235	+	993
TAS2R40	ENSG00000221937.3	7	142919130	142920162	+	1032
TAS2R43	ENSG00000255374.1	12	11243886	11244912	-	1026
